scene,floor,question,choices,question_formatted,answer,label
00618-T4G9hTR5WSv,1,How many colorful pillows are there on the living room sofa?,"['Four', 'None', 'One', 'Two']",How many colorful pillows are there on the living room sofa? A) Four B) None C) One D) Two. Answer:,D,count
00621-SAZ4gvMfxm1,0,Where is the guitar left at in the bedroom?,"['On the window', 'Next to the bed', 'On the bed', 'On the dresser']",Where is the guitar left at in the bedroom? A) On the window B) Next to the bed C) On the bed D) On the dresser. Answer:,B,location
00621-SAZ4gvMfxm1,0,Guests are coming. How many sets of utensils are on the dining table?,"['Eight', 'Four', 'Six', 'Two']",Guests are coming. How many sets of utensils are on the dining table? A) Eight B) Four C) Six D) Two. Answer:,C,count
00622-bxwHR9ipFG8,0,"What fruit do we have at the top of the fruit bowl, on the kitchen island?","['Banana', 'Pear', 'Apple', 'Orange']","What fruit do we have at the top of the fruit bowl, on the kitchen island? A) Banana B) Pear C) Apple D) Orange. Answer:",A,identification
00622-bxwHR9ipFG8,0,Is there a rug at the door to the balcony?,"['Yes', '(Do not choose this option)', 'No', '(Do not choose this option)']",Is there a rug at the door to the balcony? A) Yes B) (Do not choose this option) C) No D) (Do not choose this option). Answer:,C,existence
00625-VWczCD1Hbus,0,Where are all the laundry items exactly in the laundry room?,"['On the left machine', 'On the floor', 'On the right machine', 'On the shelf']",Where are all the laundry items exactly in the laundry room? A) On the left machine B) On the floor C) On the right machine D) On the shelf. Answer:,C,location
00625-VWczCD1Hbus,1,Is the closet open or closed in the kid's room?,"['(Do not choose this option)', 'Open', 'Closed', '(Do not choose this option)']",Is the closet open or closed in the kid's room? A) (Do not choose this option) B) Open C) Closed D) (Do not choose this option). Answer:,C,state
00627-b2e31HFFizw,1,Which carpet is there at the entrance door?,"['Gray one', 'White one', 'Wheat one', 'Black one']",Which carpet is there at the entrance door? A) Gray one B) White one C) Wheat one D) Black one. Answer:,C,identification
00632-kXAEFtUBNFZ,0,Is there a laundry basket in the bathroom?,"['Under the sink', 'There is no laundry basket', 'Beside the bathtub', 'Next to the washing machine']",Is there a laundry basket in the bathroom? A) Under the sink B) There is no laundry basket C) Beside the bathtub D) Next to the washing machine. Answer:,B,existence
00632-kXAEFtUBNFZ,0,Which carpet is there on the kitchen floor?,"['Red and yellow', 'Red and white', 'Red and black', 'White and black']",Which carpet is there on the kitchen floor? A) Red and yellow B) Red and white C) Red and black D) White and black. Answer:,B,identification
00635-drvaU627cQh,0,Where is the blue vase left on any of the living room tables?,"['On the side table near the sofa', 'On the console table by the entrance', 'On the floor near the sofa', 'On the coffee table']",Where is the blue vase left on any of the living room tables? A) On the side table near the sofa B) On the console table by the entrance C) On the floor near the sofa D) On the coffee table. Answer:,C,location
00639-AwL2QGztLwV,0,Are the kitchen sink lights left on?,"['No', '(Do not choose this option)', 'Yes', '(Do not choose this option)']",Are the kitchen sink lights left on? A) No B) (Do not choose this option) C) Yes D) (Do not choose this option). Answer:,C,state
00646-UfhK7KNBg5u,0,Which towel are there at the bedroom bathroom counter?,"['White', 'Blue', 'Black', 'Yellow']",Which towel are there at the bedroom bathroom counter? A) White B) Blue C) Black D) Yellow. Answer:,C,identification
00649-RiwBKy2YdQ7,0,How many jackets are there hanging in the office?,"['Two', '(Do not choose this option)', 'None', 'One']",How many jackets are there hanging in the office? A) Two B) (Do not choose this option) C) None D) One. Answer:,A,count
00649-RiwBKy2YdQ7,1,Where is ths steamer?,"['In the living room', 'In the bedroom', 'In the bathroom', 'In the music room']",Where is ths steamer? A) In the living room B) In the bedroom C) In the bathroom D) In the music room. Answer:,C,location
00649-RiwBKy2YdQ7,1,Is the shower curtain on or off in the bathroom with the circle on the floor?,"['It is covering the shower', '(Do not choose this option)', 'No, it is not', '(Do not choose this option)']","Is the shower curtain on or off in the bathroom with the circle on the floor? A) It is covering the shower B) (Do not choose this option) C) No, it is not D) (Do not choose this option). Answer:",A,state
00650-AqGu9nUng3L,0,Where is the printer placed in the office?,"['On the big desk', 'On the floor', 'On the small white desk near the window', 'On the shelf next to the TV']",Where is the printer placed in the office? A) On the big desk B) On the floor C) On the small white desk near the window D) On the shelf next to the TV. Answer:,C,location
00652-BcZUZQ9t4Fe,0,Is there any towel on the bathrub?,"['Yes', '(Do not choose this option)', '(Do not choose this option)', 'No']",Is there any towel on the bathrub? A) Yes B) (Do not choose this option) C) (Do not choose this option) D) No. Answer:,D,existence
00652-BcZUZQ9t4Fe,0,How many plush toys are there on the twin bed with unicorn pillow?,"['None', 'Three', 'One', 'Five']",How many plush toys are there on the twin bed with unicorn pillow? A) None B) Three C) One D) Five. Answer:,A,count
00653-4RuxhXRmb3V,0,"I'm sorting laundry and need to know, is there a laundry basket currently on top of the laundry machine?","['(Do not choose this option)', '(Do not choose this option)', 'No', 'Yes']","I'm sorting laundry and need to know, is there a laundry basket currently on top of the laundry machine? A) (Do not choose this option) B) (Do not choose this option) C) No D) Yes. Answer:",C,existence
00653-4RuxhXRmb3V,0,What are on the dining table right now?,"['Utensils', 'Decoration', 'Blankets', 'Bags']",What are on the dining table right now? A) Utensils B) Decoration C) Blankets D) Bags. Answer:,B,identification
00663-1Rg1SS1dRpG,0,How many cues did my friends leave on the pool table?,"['Two', 'One', 'Five', 'None']",How many cues did my friends leave on the pool table? A) Two B) One C) Five D) None. Answer:,A,count
00663-1Rg1SS1dRpG,0,How many chairs are there around the dining table?,"['Two', 'One', 'Three', 'Four']",How many chairs are there around the dining table? A) Two B) One C) Three D) Four. Answer:,D,count
00663-1Rg1SS1dRpG,1,Is there any pair of slippers on the stairs?,"['No', '(Do not choose this option)', '(Do not choose this option)', 'Yes']",Is there any pair of slippers on the stairs? A) No B) (Do not choose this option) C) (Do not choose this option) D) Yes. Answer:,A,existence
00663-1Rg1SS1dRpG,1,How many penchants lights are above the kitchen island?,"['None', 'One', 'Three', 'Two']",How many penchants lights are above the kitchen island? A) None B) One C) Three D) Two. Answer:,C,count
00666-GNGYKt8XrjF,0,Does the kitchen countertop need to be cleaned up?,"['Yes. it is very messy', 'No', '(Do not choose this option)', '(Do not choose this option)']",Does the kitchen countertop need to be cleaned up? A) Yes. it is very messy B) No C) (Do not choose this option) D) (Do not choose this option). Answer:,A,state
00667-5K2dTSVihN7,0,Is the curtain fully covering the entrance door?,"['(Do not choose this option)', 'No', '(Do not choose this option)', 'Yes']",Is the curtain fully covering the entrance door? A) (Do not choose this option) B) No C) (Do not choose this option) D) Yes. Answer:,B,state
00667-5K2dTSVihN7,1,Where is the vacuum cleaner?,"['It is in the kitchen', 'It is next to the dresser', 'It is lying on the living room floor', 'It is in the bathroom']",Where is the vacuum cleaner? A) It is in the kitchen B) It is next to the dresser C) It is lying on the living room floor D) It is in the bathroom. Answer:,B,location
00667-5K2dTSVihN7,1,Where exactly is the fire extinguisher in the room with office desk?,"['Next to the printer', 'On the wall', 'Under the desk', 'On the carpet']",Where exactly is the fire extinguisher in the room with office desk? A) Next to the printer B) On the wall C) Under the desk D) On the carpet. Answer:,D,location
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,"['(Do not choose this option)', 'No', '(Do not choose this option)', 'Yes']",I wanna shower now. Is there any towel there? A) (Do not choose this option) B) No C) (Do not choose this option) D) Yes. Answer:,D,existence
00670-mDdyQ6azhVD,0,Where did I leave the oven mitt in the kitchen?,"['On the island', 'Hanging on the cabinet', 'On the countertop', 'Hanging on the refrigerator']",Where did I leave the oven mitt in the kitchen? A) On the island B) Hanging on the cabinet C) On the countertop D) Hanging on the refrigerator. Answer:,B,location
00672-4L4peQsMgfR,0,Are there a few wood logs left at the fireplace?,"['Yes', '(Do not choose this option)', '(Do not choose this option)', 'No']",Are there a few wood logs left at the fireplace? A) Yes B) (Do not choose this option) C) (Do not choose this option) D) No. Answer:,A,existence
00676-J5SkB2o1ckv,0,Where did my husband leave the bikes?,"['Dining room', 'Office', 'Kitchen', 'Living room']",Where did my husband leave the bikes? A) Dining room B) Office C) Kitchen D) Living room. Answer:,B,location
00679-wFCLkVy4n9U,0,How many towels does the hotel leave on the bedroom desk?,"['One', 'Two', 'None', 'Three']",How many towels does the hotel leave on the bedroom desk? A) One B) Two C) None D) Three. Answer:,B,count
00686-LU4A39yR8gc,1,"Is the bedstand lamp left on, the one in the bedroom with green blanket?","['(Do not choose this option)', '(Do not choose this option)', 'No', 'Yes']","Is the bedstand lamp left on, the one in the bedroom with green blanket? A) (Do not choose this option) B) (Do not choose this option) C) No D) Yes. Answer:",D,state
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,"['Tomatoes', 'Apples', 'Pears', 'Grapes']",Which fruit are on the kitchen island? A) Tomatoes B) Apples C) Pears D) Grapes. Answer:,C,identification
00689-d88Sc1udFcZ,0,Which rug is at the front entrance door?,"['Yellow one', 'None', 'White one', 'Brown one']",Which rug is at the front entrance door? A) Yellow one B) None C) White one D) Brown one. Answer:,B,identification
00690-p6RF8AUer2e,0,I'm trying to remember where I placed the floor lamp in the living room. Is it next to any furniture?,"['By the wooden side table', 'Near the television', 'Next to the brown sofa', 'Beside the recliner']",I'm trying to remember where I placed the floor lamp in the living room. Is it next to any furniture? A) By the wooden side table B) Near the television C) Next to the brown sofa D) Beside the recliner. Answer:,D,location
00691-MyxM6trMBUH,0,Is the backpack left on the kitchen island?,"['(Do not choose this option)', 'Yes', 'No', '(Do not choose this option)']",Is the backpack left on the kitchen island? A) (Do not choose this option) B) Yes C) No D) (Do not choose this option). Answer:,C,existence
00691-MyxM6trMBUH,1,I need to find my guitar. Where exactly is it in the music room?,"['Next to the white sofa', 'In the corner with the drums', 'Beside the staircase', 'Leaning against the wall']",I need to find my guitar. Where exactly is it in the music room? A) Next to the white sofa B) In the corner with the drums C) Beside the staircase D) Leaning against the wall. Answer:,D,location
00697-5vUupbRRdyH,1,Is there any pot left on the stove?,"['No', '(Do not choose this option)', '(Do not choose this option)', 'Yes']",Is there any pot left on the stove? A) No B) (Do not choose this option) C) (Do not choose this option) D) Yes. Answer:,A,existence
00701-tpxKD3awofe,1,I am looking for the standing fan. Where is it in the living room?,"['Next to coffee table', 'Next to fireplace', 'Next to TV', 'In the corner of the room']",I am looking for the standing fan. Where is it in the living room? A) Next to coffee table B) Next to fireplace C) Next to TV D) In the corner of the room. Answer:,D,location
00702-wCqnXzoru3X,0,Did my husband leave? Check his car.,"['No', '(Do not choose this option)', 'Yes', '(Do not choose this option)']",Did my husband leave? Check his car. A) No B) (Do not choose this option) C) Yes D) (Do not choose this option). Answer:,C,existence
00702-wCqnXzoru3X,1,Is the air conditioning in the living room turned on?,"['No', 'Yes', '(Do not choose this option)', '(Do not choose this option)']",Is the air conditioning in the living room turned on? A) No B) Yes C) (Do not choose this option) D) (Do not choose this option). Answer:,A,state
00706-YHmAkqgwe2p,0,I am looking for the broom.,"['In the laundry room', 'In the kitchen', 'In the hallway', 'In the dining room']",I am looking for the broom. A) In the laundry room B) In the kitchen C) In the hallway D) In the dining room. Answer:,A,location
00708-eUJx9a4u63E,1,Which rug is at the porch door in the kitchen?,"['Yellow', 'White', 'Red', 'Black']",Which rug is at the porch door in the kitchen? A) Yellow B) White C) Red D) Black. Answer:,C,identification
00710-DGXRxHddGAW,0,Which tablecloth do we have on the table in the kitchen right now?,"['White', 'Black', 'Yellow', 'Red']",Which tablecloth do we have on the table in the kitchen right now? A) White B) Black C) Yellow D) Red. Answer:,C,identification
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,"['Red', 'Dark blue', 'Black', 'Dark yellow']",Which throw pillows are on the bed? I shall replace them. A) Red B) Dark blue C) Black D) Dark yellow. Answer:,D,count
00715-kjUg7BaQF1C,0,How many stools are there at kitchen island right now?,"['Four', 'Two', 'None', 'One']",How many stools are there at kitchen island right now? A) Four B) Two C) None D) One. Answer:,A,count
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,"['No, it is up', '(Do not choose this option)', 'Yes, it is down', '(Do not choose this option)']","Did my daughter remember to put the piano lid down? A) No, it is up B) (Do not choose this option) C) Yes, it is down D) (Do not choose this option). Answer:",A,state
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,"['Six', 'Four', 'Eight', 'Two']",How many chairs do we have around the outdoor dining table? A) Six B) Four C) Eight D) Two. Answer:,A,count
00730-UYrgg12a7QN,0,Is the floor lamp in the living room turned on?,"['No, it is off', '(Do not choose this option)', 'Yes, it is on', '(Do not choose this option)']","Is the floor lamp in the living room turned on? A) No, it is off B) (Do not choose this option) C) Yes, it is on D) (Do not choose this option). Answer:",A,state
00736-h5VYFcePkbn,0,What did I leave under the staircase next to dining table?,"['Nothing', 'Suitcases', 'Boxes', 'Trash can']",What did I leave under the staircase next to dining table? A) Nothing B) Suitcases C) Boxes D) Trash can. Answer:,A,identification
00739-MfkErJj6CHF,0,Which carpet is at the front entrance door in the hallway?,"['None', 'Red one', 'Yellow one', 'Black one']",Which carpet is at the front entrance door in the hallway? A) None B) Red one C) Yellow one D) Black one. Answer:,A,identification
00740-cFqWyQ4Y9hT,0,Where is the kitchen trash can?,"['By the kitchen island', 'Near the kitchen sink', 'In the pantry', 'Next to the refrigerator']",Where is the kitchen trash can? A) By the kitchen island B) Near the kitchen sink C) In the pantry D) Next to the refrigerator. Answer:,A,location
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,"['In the bedroom', 'In the living room', 'In the kitchen', 'In the hallway']",I'm trying to remember where I placed my zebra-striped armchair. Where is it? A) In the bedroom B) In the living room C) In the kitchen D) In the hallway. Answer:,A,location
00753-hTTnuAeSN6d,0,I need to find my red ladder. Where did I last place it?,"['In the bedroom', 'In the bathroom', 'In the garage', 'In the kitchen']",I need to find my red ladder. Where did I last place it? A) In the bedroom B) In the bathroom C) In the garage D) In the kitchen. Answer:,C,location
00756-1K7P6ZQS4VM,0,Guests are coming. How many sets of utensils are set up on the dining table?,"['Four', 'Six', 'Two', 'None']",Guests are coming. How many sets of utensils are set up on the dining table? A) Four B) Six C) Two D) None. Answer:,D,count
00756-1K7P6ZQS4VM,1,What is the bedroom TV showing?,"['Sports', 'News', 'Nothing', 'Game']",What is the bedroom TV showing? A) Sports B) News C) Nothing D) Game. Answer:,C,identification
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,"['Near the staircase', 'In the coat closet', 'In the kitchen', 'In the dining room']",I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it? A) Near the staircase B) In the coat closet C) In the kitchen D) In the dining room. Answer:,A,location
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,"['Three pairs', 'Two pairs', 'Four pairs', 'One pair']",How many pairs of long boots are in the coat closet? A) Three pairs B) Two pairs C) Four pairs D) One pair. Answer:,D,count
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?","['Towels', 'Clothes', 'Shampoo', 'Tissues']","What did I leave on the toilet, the one with flower painting? A) Towels B) Clothes C) Shampoo D) Tissues. Answer:",D,identification
00769-F1Vhvu3osn6,0,Which tablecloth is on the dining table next to kitchen?,"['None', 'Blue', 'Black', 'Red']",Which tablecloth is on the dining table next to kitchen? A) None B) Blue C) Black D) Red. Answer:,A,identification
